,open,high,low,last,close,volume,date,symbol,exchange
82,213.76,215.665,212.94,215.58,213.26,342318.0,2020-12-14T16:30:00+0000,MSFT,IEXG
83,213.76,215.655,212.94,215.26,213.26,326090.0,2020-12-14T16:15:00+0000,MSFT,IEXG
84,213.76,215.655,212.94,214.57,213.26,267920.0,2020-12-14T16:00:00+0000,MSFT,IEXG
85,213.76,215.655,212.94,215.11,213.26,196527.0,2020-12-14T15:30:00+0000,MSFT,IEXG
86,213.76,214.775,212.94,214.775,213.26,134141.0,2020-12-14T15:00:00+0000,MSFT,IEXG
87,213.76,214.35,212.94,214.35,213.26,95949.0,2020-12-14T14:45:00+0000,MSFT,IEXG
88,213.76,213.76,212.99,212.99,213.26,673.0,2020-12-14T14:30:00+0000,MSFT,IEXG
89,210.05,213.32,209.11,213.26,210.52,30979440.0,2020-12-12T02:00:00+0000,MSFT,IEXG
90,209.83,213.14,209.12,212.71,210.52,513672.0,2020-12-11T20:30:00+0000,MSFT,IEXG
91,209.83,212.94,209.12,212.66,210.52,473334.0,2020-12-11T20:15:00+0000,MSFT,IEXG
92,209.83,212.94,209.12,212.355,210.52,460639.0,2020-12-11T20:00:00+0000,MSFT,IEXG
93,209.83,212.94,209.12,212.26,210.52,448367.0,2020-12-11T19:45:00+0000,MSFT,IEXG
94,209.83,212.94,209.12,212.23,210.52,434116.0,2020-12-11T19:30:00+0000,MSFT,IEXG
95,209.83,212.94,209.12,212.195,210.52,414690.0,2020-12-11T19:15:00+0000,MSFT,IEXG
96,209.83,212.745,209.12,212.3,210.52,382489.0,2020-12-11T18:45:00+0000,MSFT,IEXG
97,209.83,212.115,209.12,211.8,210.52,366543.0,2020-12-11T18:30:00+0000,MSFT,IEXG
98,209.83,212.115,209.12,211.855,210.52,350408.0,2020-12-11T18:15:00+0000,MSFT,IEXG
99,209.83,212.115,209.12,211.1,210.52,324082.0,2020-12-11T17:45:00+0000,MSFT,IEXG
